mode,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,1931,0.8330399585921340,0.5952217391304360,171553.42546583900,0.2344967732919260,0.22141964161490700,0.22742795031055900,-16.51609420289850,0.4536189440993790,109.02528157349900,0.5131170807453420,0.17080745341614900,0
1,1932,0.9357705179282880,0.5577976095617530,195749.37250996000,0.3020677290836660,0.22635657916334700,0.23249621513944200,-13.364055776892400,0.1390073705179280,115.11980079681300,0.5881599601593630,2.151394422310760,7
1,1933,0.899897909117222,0.57029030390738,196219.25759768400,0.2798994211287990,0.1839489396816210,0.2090719247467440,-13.06900868306800,0.09112315484804630,112.522,0.5994099855282200,6.898697539797400,7
1,1934,0.8911487501730110,0.528705882352941,189356.1262975780,0.2621313148788930,0.276382266643599,0.21345259515570900,-14.756875432526000,0.10245692041522500,115.39084602076100,0.5588046712802770,1.2577854671280300,0
1,1935,0.7783855599472990,0.5558691699604750,220124.24703557300,0.2463669762845850,0.2258732980895920,0.2292998682476940,-15.41474967061920,0.3539123847167330,110.66795652173900,0.5455777997364960,1.5013175230566500,7
1,1936,0.7723120800000010,0.5580055454545450,220809.1863636360,0.3083886092727270,0.2571099957181820,0.2214382727272730,-14.612999090909100,0.27902936363636400,109.88875454545400,0.5640635454545460,5.080909090909090,10
1,1937,0.8654357853881290,0.5421572298325720,223216.5585996960,0.31104829528158300,0.3270876216438360,0.2259677321156770,-13.11514307458140,0.08567884322678840,115.2632222222220,0.5857894977168940,3.328767123287670,7
1,1938,0.9192803908646010,0.47997797716150100,249177.09951060400,0.2809812398042420,0.3784246349265910,0.237111092985318,-14.290582381729200,0.095957259380098,111.6253278955950,0.5149111092985320,2.0962479608482900,0
1,1939,0.9087381000000000,0.5126828,221602.065,0.2826715000000000,0.2776824694100000,0.2391016000000000,-13.900570000000000,0.1284627000000000,113.174592,0.5599248999999990,4.36,0
1,1940,0.8476440499999950,0.52189235,182227.9445,0.3108928950000000,0.31684869986500000,0.26433510000000000,-13.684048000000000,0.2429576500000000,108.44933450000000,0.6167094700000010,0.93,7
1,1941,0.8957376562500030,0.4804813541666680,201904.575,0.2656431979166670,0.4449516393125000,0.20183989583333300,-15.755536458333300,0.09136520833333360,107.91512291666700,0.4794560416666660,1.3572916666666700,7
1,1942,0.8529343703923860,0.4646338882283000,222361.16825208100,0.2560794708680140,0.39288204787158100,0.2128784185493460,-15.02903210463740,0.08367835909631390,106.00839774078500,0.4774088585017850,1.1266349583828800,7
1,1943,0.9027523185915530,0.4551456338028170,240119.9098591550,0.27999004225352100,0.4098969234647890,0.23921070422535200,-13.60212535211270,0.10571957746478900,106.19679154929600,0.4954545070422530,1.1816901408450700,5
1,1944,0.9076531914893640,0.5001744680851070,245555.58643617000,0.2534414494680850,0.4492919654122330,0.2387719414893620,-14.58205585106380,0.17328324468085100,105.96392952127700,0.5406954787234040,3.1928191489361700,10
1,1945,0.7096568630000010,0.5191431500000010,196161.557,0.2260444155,0.2758942570150000,0.2030099500000000,-16.9814715,0.3050973000000000,108.32407050000000,0.4913613500000000,2.1265,0
1,1946,0.9199445823665850,0.4144450116009280,267677.82308584700,0.22217230858468700,0.4861264096461710,0.2108183294663580,-16.921774361949000,0.08800591647331800,103.1645551044080,0.3982538283062650,1.65661252900232,7
1,1947,0.9139650224242390,0.4713208484848490,233137.38424242400,0.2635512000000000,0.3475934179090910,0.22382939393939400,-14.377607878787900,0.10056381818181800,108.991026060606,0.5082125454545460,1.6157575757575800,7
1,1948,0.9221549999999960,0.4633694736842110,199194.87421052600,0.242464841052632,0.3554848223842100,0.21969357894736800,-15.505407368421000,0.1643593157894740,108.05836105263200,0.4621423684210530,1.5273684210526300,0
1,1949,0.9075328949999960,0.4421994000000000,223199.3275,0.24611461500000000,0.2977615361899990,0.2088585500000000,-15.525845000000000,0.10299210000000000,108.87313550000000,0.4304195000000000,3.9390000000000000,0
1,1950,0.8539413005999970,0.5042531000000010,215073.1255,0.3140711950000000,0.245000820015,0.2169584000000000,-13.863834500000000,0.1534527500000000,111.74972500000000,0.5516497000000000,3.2065,7
1,1951,0.9022971956499970,0.4624801000000000,213154.641,0.25466565500000000,0.3084378555850000,0.21777740000000000,-15.812066000000000,0.10850665000000000,109.62587200000000,0.44134755,3.1495,0
1,1952,0.8743009244999970,0.4570322000000000,229434.72700000000,0.25362601000000000,0.2884126469300000,0.2329723000000000,-15.95886600000000,0.1373618000000000,108.23228050000000,0.44313496204999900,3.338,0
1,1953,0.8909223502564070,0.4374260512820510,217455.5682051280,0.2661968307692310,0.3183223943230770,0.22173405128205100,-15.499134871794900,0.09008825641025650,110.02556666666700,0.42914205128205100,3.5046153846153800,0
1,1954,0.8650197272999990,0.4656388999999990,224029.36800000000,0.264347385,0.2974400082800000,0.2178411500000000,-15.408004500000000,0.10481330000000000,108.71309250000000,0.4523410500000000,7.987,0
1,1955,0.8405510069999990,0.4881312,222137.44600000000,0.2950963400000000,0.21660442169000000,0.2214353500000000,-13.842262000000000,0.0895582,111.02127950000000,0.4724155000000000,10.1445,5
1,1956,0.8230569899999980,0.4878145000000010,211846.9215,0.30476112000000000,0.23876341778000000,0.18225715000000000,-14.175195500000000,0.062312349999999900,112.20603900000000,0.5084230500000000,15.785,0
1,1957,0.7928023589743610,0.5034812307692310,241604.8241025640,0.2952791333333320,0.1945206161692310,0.1827485641025640,-14.124848717948700,0.06435312820512830,112.75229487179500,0.5110101538461540,20.08205128205130,5
1,1958,0.7796118650000010,0.4800214000000000,214146.9005,0.3087957550000010,0.18124111006000000,0.2058408500000000,-14.165171000000000,0.05699930000000000,113.32612350000000,0.4976614999999990,19.2575,0
1,1959,0.7793927897435910,0.4821143076923080,216292.8369230770,0.3109944051282050,0.18814819406153800,0.1918429230769230,-14.460136923076900,0.06787430769230780,112.11770153846200,0.4784156410256420,20.773333333333300,0
1,1960,0.7671814843243260,0.4860292432432440,210209.68378378400,0.3411423783783780,0.1765021594216220,0.20786372972973000,-13.814102702702700,0.0657835135135136,112.56167891891900,0.5239316756756760,19.783783783783800,0
1,1961,0.7519038684210540,0.4891655789473680,232186.61421052600,0.3395318673684200,0.26462325314210500,0.20891257894736800,-14.171330526315800,0.0594759473684209,111.80895789473700,0.5128512105263160,19.59842105263160,0
1,1962,0.720607806842106,0.4931643684210520,209294.41315789500,0.3710257,0.17147155094210500,0.20189573684210500,-13.177364210526300,0.057739842105263100,114.84100473684200,0.5477920526315790,22.127368421052600,0
1,1963,0.7227048300000000,0.48162135,200510.5485,0.3653538850000000,0.18543231468,0.20374530000000000,-13.670647000000000,0.05203614999999990,114.32458750000000,0.5415274500000010,25.5355,0
1,1964,0.6941005307692290,0.5041769743589740,195536.4117948720,0.394438825641026,0.1595978017794870,0.2172323589743600,-13.048075897435900,0.06659446153846150,115.0814892307690,0.55726042051282,26.32102564102560,0
1,1965,0.6099113295384620,0.5034505641025640,196342.08615384600,0.4490272461538460,0.1183659460923080,0.21383912820512800,-11.888213333333300,0.05755646153846150,116.83544666666700,0.5809506666666670,27.52,0
1,1966,0.5248094599700000,0.5070204999999980,216095.113,0.482208465,0.11512595556500000,0.21809310000000000,-11.356919500000000,0.055964050000000100,116.33542400000000,0.5801445500000000,28.2815,2
1,1967,0.5296103243521770,0.4926885942971480,198987.5182591300,0.44682383191595900,0.1189468546723360,0.19091765882941500,-11.708829414707400,0.04909839919959970,116.6800225112560,0.5507916958479240,31.190595297648800,0
1,1968,0.4937702403500000,0.5010081000000000,214980.984,0.4569696500000000,0.11277694928500000,0.2173509500000010,-12.043862000000000,0.0589884999999999,115.83259150000000,0.5659936500000000,31.2595,0
1,1969,0.4488463039999990,0.4880978000000000,242545.9405,0.4876251299999990,0.15945270816500000,0.20696590000000000,-12.062166000000000,0.05497500000000000,117.02432850000000,0.5547452850000000,32.844,2
1,1970,0.4600571139500010,0.5063075000000000,242852.1515,0.495633050000001,0.12756700308500000,0.21226880000000000,-11.772558000000000,0.051681499999999900,117.1116105,0.5720753999999990,34.3945,2
1,1971,0.4583362981000010,0.5042738500000000,260511.7935,0.4963612550000000,0.12501788923,0.21491455000000000,-12.079936000000000,0.05942240000000010,118.27224750000000,0.5749132500000000,34.4475,2
1,1972,0.4600428051999990,0.5209994500000000,245914.2285,0.5045261800000000,0.11488033376000000,0.20695495000000000,-11.773563500000000,0.05487125000000000,119.412852,0.5956881500000010,34.485,2
1,1973,0.4165241889999990,0.5154494500000010,257002.7905,0.5361382499999990,0.09968022323000000,0.20137475000000000,-11.260197000000000,0.057825750000000100,120.14631650000000,0.5921162000000000,36.428000000000000,0
1,1974,0.4472074226000000,0.51533975,252555.79100000000,0.5147236550000010,0.11636098351000000,0.20934635000000000,-11.816489000000000,0.0573193499999999,119.41645300000000,0.5812744000000010,32.2465,2
1,1975,0.4337738871950010,0.5209980000000010,254969.3715,0.5232085050000000,0.11132203374500000,0.21544135000000000,-11.48593900000000,0.06109845,118.68401550000000,0.5694151500000000,34.812,2
1,1976,0.36147063210999900,0.5297625000000000,267676.967,0.5538432500000000,0.12162904398000000,0.24903220000000000,-11.114237000000000,0.06274995000000000,120.52205800000000,0.5807332500000000,35.835,2
1,1977,0.3393025333750000,0.5333237000000020,257121.848,0.560287959000001,0.12772103194500000,0.2232140500000000,-11.077354500000000,0.060854550000000000,122.18543050000000,0.58524655,35.8465,9
1,1978,0.32896857344999900,0.5407746000000010,249051.887,0.5614288650000010,0.10038121451000000,0.21807094999999900,-10.891868000000000,0.06275740000000010,120.37794350000000,0.5895352500000010,35.891,2
1,1979,0.29593224063,0.5620453000000000,252860.2265,0.5910127150000000,0.11575137201500000,0.21344310000000000,-10.977513500000000,0.06905859999999990,122.45681650000000,0.6099818000000010,36.172,0
1,1980,0.28495539763589700,0.5561523589743590,252835.53333333300,0.5977773948717960,0.1287510612717950,0.20375410256410300,-10.700942051282000,0.05924861538461550,122.98500102564100,0.5980580512820510,36.206666666666700,0
1,1981,0.3012042267400010,0.5421847000000000,250904.205,0.5993827250000000,0.14683794662000000,0.2250999000000000,-10.924404500000000,0.057915999999999900,123.16939500000000,0.5829518500000010,35.7525,9
1,1982,0.2895800382050000,0.5642594000000010,248357.306,0.5909193895000000,0.10001638300000000,0.20100675,-10.9331225,0.06585305000000010,120.91860750000000,0.5864384500000000,36.247,2
1,1983,0.2947778916300000,0.5456293000000000,251123.6985,0.6014252350000010,0.14541052329000000,0.1989224500000000,-11.200171000000000,0.06688600000000010,121.070629,0.5721198999999990,36.268,9
1,1984,0.2877095803450010,0.5303089499999990,251845.2565,0.5910916750000010,0.14517303973500000,0.19770620000000000,-11.523238500000000,0.059264800000000200,121.37666200000000,0.5516387100000000,37.7745,9
1,1985,0.2965709032100000,0.5556424000000010,252276.258,0.6015154800000010,0.11373855807500000,0.19920645000000000,-11.360688500000000,0.05846480000000010,121.9793035000000,0.5655964500000000,37.013000000000000,9
1,1986,0.28508065642500000,0.5409334000000000,254708.4055,0.6149546000000000,0.10994085436500000,0.21187945000000000,-11.103995000000000,0.06481610000000000,120.49930200000000,0.5509485500000020,37.5775,9
1,1987,0.3116640663948720,0.5410193333333340,247543.3230769230,0.5798395538461530,0.10197451746666700,0.20201810256410300,-11.623467179487200,0.05778964102564100,120.84570717948700,0.5414511794871790,39.685128205128200,7
1,1988,0.32200994651282100,0.5404594358974370,257442.5897435900,0.5856792461538460,0.11719038022051300,0.20770753846153800,-11.519821025641000,0.06609989743589750,120.02442564102600,0.5464853897435900,39.60051282051280,7
1,1989,0.3133512518150010,0.5472274499999990,254203.5935,0.584046375000001,0.11318254461500000,0.19908020000000000,-11.38413000000000,0.06393925000000000,120.5790015000000,0.5483329000000010,39.1825,7
1,1990,0.3328699505850000,0.5352986500000000,256451.4035,0.5715913950000010,0.12582626809500000,0.19096090000000000,-11.327479500000000,0.06434530000000000,120.06273350000000,0.5265268500000000,40.7855,7
1,1991,0.33276529163077000,0.5558243589743590,245912.00615384600,0.5594023641025640,0.11509233980000000,0.18862892307692400,-10.955768717948700,0.07110158974358980,119.36257435897400,0.5486552307692300,41.65589743589740,7
1,1992,0.3208087638250010,0.5550648499999990,246506.46,0.5828642050000000,0.1006900830650000,0.20024550000000100,-10.575404500000000,0.07306230000000010,122.58621850000000,0.5590983000000010,42.994,7
1,1993,0.3090685537400000,0.5698781500000000,251667.9675,0.5625599100000000,0.11529396538000000,0.1949322500000000,-10.882701000000000,0.07635054999999990,120.36493600000000,0.5555684500000000,42.9975,7
1,1994,0.3062343630900000,0.5528299500000020,250992.254,0.578772685000001,0.11188575995000000,0.1921651000000000,-10.282273000000000,0.07604935000000010,118.44517000000000,0.5266491500000010,45.0615,7
1,1995,0.30251180612000000,0.5590457500000000,246624.0915,0.5785795100000010,0.12326879607000000,0.2013737000000000,-10.119450000000000,0.08375444999999990,119.28197800000000,0.5302466999999990,44.801,0
1,1996,0.30102687980000100,0.5878306000000000,248180.983,0.5860684750000010,0.09505281203500010,0.1986863000000000,-9.44381849999999,0.08607765000000010,117.70835700000000,0.5608732500000000,44.904000000000000,7
1,1997,0.3067156934550000,0.5768138499999990,245749.2815,0.5986987151000000,0.10469017862000000,0.1984788000000000,-9.200875500000020,0.08850605000000020,118.18231600000000,0.5485525000000000,45.582,7
1,1998,0.29148946157000000,0.5862116500000000,248542.6075,0.6051975050000020,0.1113257503500000,0.1937309000000000,-8.971168000000000,0.09173105000000010,118.54010800000000,0.5377209,45.8945,7
1,1999,0.2715901110661200,0.5821579190158890,245177.7452588420,0.6375226022552540,0.09406814106611990,0.20630804715530500,-8.266409533572530,0.09440717580727810,119.50949051768300,0.5564528446950280,47.25832906201950,0
1,2000,0.28932270051636000,0.590918047034764,242724.6426380370,0.6254128323108390,0.10116776879345600,0.1976860429447850,-8.247765848670760,0.08920541922290390,118.9993231083840,0.5594754601226990,46.6840490797546,7
1,2001,0.2868424748428930,0.5833178553615970,240307.79600997500,0.6269855221945140,0.10721401899251900,0.18702563591022500,-8.305095261845380,0.08918229426433920,117.76539900249400,0.541479107231919,48.75012468827930,7
1,2002,0.28262428988500100,0.5761603000000000,239503.283,0.6412697960000010,0.08804835031500000,0.1939112000000000,-7.686639500000010,0.08430760000000000,119.23973850000000,0.5423971500000010,48.6555,7
1,2003,0.25647051817297800,0.5757633060388940,244670.5752302970,0.6601652610030710,0.08304927466734910,0.19697630501535300,-7.485545035823960,0.09392574206755380,120.9146218014330,0.5305042476970320,48.62640736949850,7
1,2004,0.2805589466225850,0.5676803662258400,237378.70803662300,0.6488679450661230,0.07793403490844360,0.2021994404883010,-7.601655137334680,0.09423880976602240,121.29034587996000,0.5244885554425230,49.27314343845370,7
1,2005,0.2557635068666670,0.5722805641025650,237229.5882051280,0.653208511282051,0.09019436118461540,0.19008162564102600,-7.46615897435897,0.09333369230769200,121.61796666666600,0.5325309230769240,50.95333333333330,0
1,2006,0.2799863520256410,0.5682301538461540,234042.91435897400,0.6503262820512830,0.07770147187692310,0.1882892820512820,-7.265500512820510,0.08584676923076920,121.79861538461500,0.5200283076923080,51.31384615384620,7
1,2007,0.2540809575538460,0.5634143589743590,241049.96256410300,0.6683047743589740,0.07295726805128200,0.19612656410256400,-7.044535897435890,0.08434733333333340,124.0875164102560,0.5167938461538470,51.07589743589740,7
1,2008,0.2491917627212280,0.5791928388746800,240107.31560102300,0.6714608207672620,0.0636620903171356,0.19843140664961600,-6.8438040920716200,0.07735636828644510,123.50993350383600,0.5275418925831200,50.63017902813300,0
1,2009,0.26192861909693900,0.5641903571428580,238140.0132653060,0.6707487551020410,0.07587207368367350,0.2052522959183670,-7.0460147959183600,0.08545780612244900,123.4638076530610,0.5071696617346940,51.440816326530600,0
1,2010,0.2426866435515870,0.5724883432539690,242811.8045634920,0.6817778026289680,0.08298056821924610,0.19970064484127000,-6.9099042658730100,0.08103149801587310,123.5702152777780,0.5208951587301590,52.73015873015870,0
1,2011,0.27318266251859200,0.5528669806643530,236998.787307883,0.6483008934060500,0.10377233216658400,0.20330882498760600,-7.574986117997010,0.08747927615270200,121.48399702528500,0.4724536787307880,53.30738720872580,2
1,2012,0.24995304438046200,0.5708818508997430,245807.45758354800,0.6565714601542410,0.08520552067866320,0.1897330077120820,-7.260549614395890,0.08174246786632410,121.78173624678700,0.4627090128534710,52.65501285347040,7
1,2013,0.2574880859564780,0.5711480263157900,242267.66143724700,0.6455968914473690,0.09836505391700390,0.19963081983805700,-7.472039473684210,0.09384888663967610,120.80682945344100,0.4547411943319830,54.047064777327900,1
1,2014,0.24931264588029900,0.5899476807980060,233728.31471321700,0.6487954437905220,0.07656955483790520,0.1918215960099750,-7.06743990024938,0.08406054862842900,122.30526284289300,0.4630487780548630,55.543142144638400,0
1,2015,0.2539522577102330,0.5937740628166150,230029.0466058760,0.6270642715298900,0.1067868780547110,0.18885643363728500,-7.625639311043570,0.09677922998986850,120.11541134751800,0.4320983687943250,56.70060790273560,7
1,2016,0.28417102995548100,0.6002023928770180,221396.51029493600,0.5928552316082350,0.09398438711741790,0.18116989426822500,-8.061056204785760,0.10431329994435200,118.65262993878700,0.4315320589872010,59.6471897607123,0
1,2017,0.2860990665261040,0.6122170180722890,211115.6967871490,0.5904210208835340,0.09709060906626500,0.1917126004016060,-8.31262951807228,0.1105364959839360,117.20273995983900,0.4164763112449790,63.26355421686750,1
1,2018,0.2676329907750840,0.6635004755111740,206001.0071326680,0.6024346220161670,0.05421712166904420,0.17632553495007100,-7.168785068949120,0.12717555872563000,121.9223076557300,0.4479212743699470,63.29624346172140,1
1,2019,0.2782985863365820,0.6448141097998970,201024.78809646000,0.5932240360184720,0.07764024697280640,0.17261641867624500,-7.722191893278600,0.12104335556695700,120.23564443304300,0.4588176295536170,65.25654181631610,1
1,2020,0.2199308880935960,0.6929043349753700,193728.39753694600,0.6312316354679790,0.016375524305418700,0.1785354187192120,-6.595066995073880,0.14138369458128100,124.28312857142900,0.5010478078817730,64.30197044334980,1
